min_loss,mean_loss,max_loss
1.3520311117172241,1.4222863338611744,1.5270229578018188
1.2613716125488281,1.3778798006199025,1.4834742546081543
1.2540818452835083,1.3658769925435383,1.5369477272033691
1.246073842048645,1.3504577257015087,1.4361844062805176
1.2242774963378906,1.318326305460047,1.4538501501083374
1.2359297275543213,1.3309701636985496,1.4249529838562012
1.2137868404388428,1.2944474264427468,1.374058485031128
1.1432061195373535,1.263865969799183,1.3728374242782593
1.071547508239746,1.2805740921585649,1.422461748123169
1.1634695529937744,1.2443344460593329,1.3399643898010254
1.1108827590942383,1.2242004650610465,1.3258321285247803
1.0806200504302979,1.188831369082133,1.3085944652557373
1.0707216262817383,1.1877106030782063,1.3540599346160889
1.0207852125167847,1.1497943180578727,1.3500622510910034
1.0789108276367188,1.1904411183463202,1.3625651597976685
1.0108944177627563,1.1446081311614424,1.231253981590271
0.9758284091949463,1.1249918672773573,1.2139605283737183
0.9066340923309326,1.1040487002443384,1.2334645986557007
0.9616999626159668,1.102306928899553,1.306514024734497
0.9145442247390747,1.084651525373812,1.2557860612869263
0.9023137092590332,1.0576941746252555,1.210084080696106
0.841008186340332,1.0299055090656988,1.2468534708023071
0.9146915674209595,1.0452141828007169,1.1991513967514038
0.882438063621521,1.0262261805710968,1.2355997562408447
0.877848744392395,1.0165532805301525,1.2110469341278076
0.7926794290542603,0.9653130526895877,1.2048848867416382
0.7776482105255127,0.9603418994832922,1.088017225265503
0.803756833076477,0.9706857491422582,1.0862016677856445
0.8121675848960876,0.950486233940831,1.0701775550842285
0.7339776754379272,0.9411461684438918,1.1669389009475708
0.7564646601676941,0.9268575134100737,1.058856725692749
0.7051246166229248,0.8916558667465493,1.0337519645690918
0.7917712926864624,0.9050830823403818,1.1028127670288086
0.7468023300170898,0.912553952799903,1.090064287185669
0.6878066062927246,0.8797569164523372,1.0654598474502563
0.7411400675773621,0.8683336752432363,0.9719852209091187
0.6008750200271606,0.8396406063327083,1.0112578868865967
0.7009900212287903,0.8334553749473007,1.0496373176574707
0.6605258584022522,0.8456953189991139,1.0697474479675293
0.6513949036598206,0.7981572592699969,0.9693491458892822
0.6201226711273193,0.8112549031222308,1.0038256645202637
0.6992074251174927,0.7808178376268458,0.9534364938735962
0.5942951440811157,0.7726383628668608,0.9123920202255249
0.5681681036949158,0.747021820810106,0.9157813787460327
0.670550525188446,0.7557540094410932,0.9274027347564697
0.6289788484573364,0.7624274139051084,0.978748619556427
0.5719385147094727,0.7298588973504526,0.9931344985961914
0.48941943049430847,0.7109185137130596,0.9611614942550659
0.6006057858467102,0.7063894316002175,0.8944829106330872
0.5504027605056763,0.706907590230306,0.8751180171966553
0.5633547902107239,0.6832283426214147,0.8775142431259155
0.548220157623291,0.6648161433361195,0.8774791955947876
0.5549837946891785,0.6984271230521025,0.8837082982063293
0.5580562353134155,0.6840216473296836,0.9085495471954346
0.429618775844574,0.6383255543532195,0.8253541588783264
0.4601166844367981,0.6447940358409175,0.8618165850639343
0.5168582797050476,0.6589234780382227,0.7667289972305298
0.4907728433609009,0.6222380046491269,0.7992000579833984
0.45102429389953613,0.6075182259082794,0.7491563558578491
0.4520023763179779,0.62764639655749,0.8318676352500916
0.38466572761535645,0.597566486508758,0.7889760732650757
0.4408532679080963,0.6105926555615885,0.7739434838294983
0.42456814646720886,0.5820677699866118,0.8134822845458984
0.42062094807624817,0.5737685561180115,0.750989556312561
0.45359140634536743,0.5715697308381399,0.7478810548782349
0.43918174505233765,0.5467240390954194,0.6324334740638733
0.4310793876647949,0.5552436113357544,0.780279815196991
0.38860172033309937,0.5451765766850224,0.8453458547592163
0.3951551616191864,0.5400190728682058,0.7046210169792175
0.39126893877983093,0.5473424792289734,0.7392896413803101
0.4145120084285736,0.5237657295333015,0.6239484548568726
0.3675023913383484,0.5126102445302186,0.695490837097168
0.37864425778388977,0.5058397485150231,0.6354737877845764
0.3479123115539551,0.510153513263773,0.7160037159919739
0.3305641710758209,0.5066805846161313,0.7938238382339478
0.3571034073829651,0.5185284747017754,0.7319967150688171
0.3456946611404419,0.5174183536458898,0.737895131111145
0.30175840854644775,0.48629732043654833,0.6641546487808228
0.3493807911872864,0.4513953537852676,0.5950442552566528
0.3450930714607239,0.4835931526290046,0.7589101195335388
0.3313080072402954,0.4510645932621426,0.6163809895515442
0.310364305973053,0.450367264173649,0.600285530090332
0.28163638710975647,0.4506356484360165,0.5948684215545654
0.283397376537323,0.4347396261162228,0.6285643577575684
0.2589728832244873,0.422028934514081,0.6091421246528625
0.30091428756713867,0.4360973327248185,0.5875400304794312
0.23299357295036316,0.4264676537778642,0.6263457536697388
0.2295728623867035,0.4025249127988462,0.5597524046897888
0.25046318769454956,0.4131588096971865,0.5481472015380859
0.29316049814224243,0.4342411822742886,0.6502804756164551
0.2732471227645874,0.4020661700654913,0.5091792345046997
0.2438579797744751,0.39764180448320174,0.589279055595398
0.25098007917404175,0.39393966838165567,0.5262865424156189
0.22515210509300232,0.4191477221471292,0.6192879676818848
0.24693289399147034,0.3823949330382877,0.5431532263755798
0.2751709818840027,0.3809852666325039,0.6100755929946899
0.2501913011074066,0.3725814775184349,0.5299713611602783
0.23836182057857513,0.3741103416239774,0.5829215049743652
0.19645480811595917,0.3820747435092926,0.6108098030090332
0.25510653853416443,0.3800600700908237,0.5639711618423462
0.22875501215457916,0.39000979783358397,0.5647439956665039
0.213430717587471,0.36700157710799464,0.5148707032203674
0.24994057416915894,0.3642630400481047,0.4717760682106018
0.25330498814582825,0.3835206186329877,0.5805321931838989
0.20145466923713684,0.33623397571069225,0.4602702260017395
0.25918352603912354,0.3577686305399294,0.44778120517730713
0.19791372120380402,0.3398439177760371,0.5341746211051941
0.2290230393409729,0.33388164418715016,0.47931087017059326
0.19180569052696228,0.33307952130282364,0.5856198072433472
0.2133028358221054,0.339284677196432,0.4605672359466553
0.20952585339546204,0.32707179696471606,0.4536965489387512
0.20544293522834778,0.3284688133884359,0.6548383831977844
0.19357506930828094,0.31047064617828085,0.4810889661312103
0.22555392980575562,0.3357111132807202,0.573874831199646
0.15017560124397278,0.3083744772054531,0.48360711336135864
0.17271992564201355,0.33595667006792845,0.635272741317749
0.22436952590942383,0.3218467886801119,0.5789705514907837
0.21701580286026,0.3107451691671654,0.42569172382354736
0.19945023953914642,0.30216729640960693,0.4297277331352234
0.19055268168449402,0.30654571177782836,0.498062402009964
0.16800208389759064,0.29366317612153514,0.48729389905929565
0.1916176974773407,0.2795386115709941,0.3851360082626343
0.18598991632461548,0.2991205415240041,0.44842833280563354
0.14667484164237976,0.30117159254021114,0.4840887188911438
0.1711551547050476,0.2621952681629746,0.4083332419395447
0.18524667620658875,0.26928802883183517,0.36515694856643677
0.17168812453746796,0.2735903588710008,0.44223278760910034
0.13330507278442383,0.28820849844702967,0.45112332701683044
0.15088726580142975,0.2840178393655353,0.4294201731681824
0.13881541788578033,0.25153537315350993,0.43772563338279724
0.14038726687431335,0.2658255580398772,0.4345813989639282
0.18082347512245178,0.2621982345978419,0.39067211747169495
0.17483773827552795,0.2735897782776091,0.38734662532806396
0.16437727212905884,0.2684520157399001,0.48160895705223083
0.11881500482559204,0.25984172964537583,0.3773658871650696
0.12639740109443665,0.258866376347012,0.585992157459259
0.13588571548461914,0.24498327297193032,0.4532494843006134
0.1582106053829193,0.23410444679083647,0.38512614369392395
0.10707990825176239,0.2448381213126359,0.37723761796951294
0.10894175618886948,0.235153762002786,0.43428224325180054
0.13019871711730957,0.234946530174326,0.36807045340538025
0.12455538660287857,0.23503723492225012,0.38409191370010376
0.12709558010101318,0.26507853468259174,0.4412609338760376
0.16270992159843445,0.22692246072822148,0.3903544843196869
0.13793063163757324,0.22966154913107553,0.3756415843963623
0.1459740400314331,0.2435821968096274,0.3690950274467468
0.14730925858020782,0.2321478564430166,0.360750675201416
0.10440617799758911,0.22981921279871906,0.4107169508934021
0.10850374400615692,0.20866974691549936,0.3514736294746399
0.11855300515890121,0.24522548941550432,0.4128096103668213
0.11825693398714066,0.22585028685905315,0.38887596130371094
0.10981491953134537,0.23193143280567946,0.3661773204803467
0.11909547448158264,0.20227521713133212,0.3095194101333618
0.10645362734794617,0.20693739503622055,0.3604475259780884
0.10718397796154022,0.2306699518252302,0.3994230329990387
0.11856631189584732,0.20474558654758665,0.3234579861164093
0.1083756610751152,0.20469794091251162,0.31723475456237793
0.10644164681434631,0.1878959834575653,0.31958287954330444
0.09086354076862335,0.196706957563206,0.32186004519462585
0.11248704791069031,0.22440003686481053,0.3734186589717865
0.11018379032611847,0.20113764868842232,0.33468082547187805
0.09836538136005402,0.1890566153106866,0.3711775541305542
0.10940931737422943,0.2391404131496394,0.3834916949272156
0.09667529910802841,0.21089154150750902,0.35364654660224915
0.07043351233005524,0.1890249122624044,0.33468082547187805
0.08221586793661118,0.1936008530082526,0.3356541395187378
0.1263478845357895,0.2019503398074044,0.38426223397254944
0.09055653214454651,0.18327737185690138,0.35733020305633545
0.0905466377735138,0.19837699002689785,0.3121437430381775
0.07082630693912506,0.18016150069457512,0.3727991282939911
0.11642250418663025,0.1932509508397844,0.35857290029525757
0.09894022345542908,0.187979726879685,0.38767582178115845
0.06552758812904358,0.18785792396024423,0.3189299702644348
0.1125032901763916,0.17517966170001914,0.29977697134017944
0.08738449960947037,0.17135637115549157,0.2548489272594452
0.10374493151903152,0.19143187199477796,0.38915568590164185
0.0852847546339035,0.18012993865542942,0.318523108959198
0.10278536379337311,0.1915589455101225,0.31257110834121704
0.0883285328745842,0.18250769431944247,0.38231411576271057
0.10892921686172485,0.18237539573952002,0.31743717193603516
0.07387564331293106,0.1801878360134584,0.3019105792045593
0.07539413869380951,0.16790277152149766,0.26246869564056396
0.0912775918841362,0.16039576491823904,0.24088545143604279
0.10789621621370316,0.17314949990422637,0.30419033765792847
0.06407593190670013,0.1655635447413833,0.27146393060684204
0.08556080609560013,0.16206211431158912,0.48648393154144287
0.05772903189063072,0.18258553701970312,0.46834567189216614
0.06317592412233353,0.15612987704851009,0.24571631848812103
0.07588885724544525,0.15247034750602864,0.30446717143058777
0.06900094449520111,0.15573962253552895,0.33354341983795166
0.06672374904155731,0.15931825864094276,0.2986368238925934
0.07230448722839355,0.1552924958092195,0.2903936505317688
0.07399694621562958,0.15765779106705277,0.2629966735839844
0.04816102236509323,0.15227608327512387,0.2908019423484802
0.07123926281929016,0.15414636361378212,0.3100484609603882
0.07477985322475433,0.14460491251062463,0.22649839520454407
0.07764032483100891,0.16728124160457541,0.35647696256637573
0.07839184999465942,0.17174408612427888,0.29947224259376526
0.08376357704401016,0.1667266954426412,0.292228639125824
0.0811614990234375,0.14580012168045398,0.3072367012500763
0.06041989475488663,0.16362524253350716,0.4352089762687683
0.07994446158409119,0.1584921098417706,0.3061998784542084
0.05230221152305603,0.15320686278519807,0.3272036910057068
0.05062534660100937,0.13049577204165635,0.2576805651187897
0.058553509414196014,0.15730947394061973,0.3244156837463379
0.0739838257431984,0.14731579191154903,0.27503567934036255
0.08699508011341095,0.15491197368612997,0.3008463680744171
0.04800107702612877,0.1424077905162617,0.2777635157108307
0.059160664677619934,0.14874524154044963,0.36449888348579407
0.0682065486907959,0.13760505671854373,0.23700714111328125
0.04831065610051155,0.13036799886160427,0.24356460571289062
0.053283337503671646,0.1436513409846359,0.30977773666381836
0.06268129497766495,0.12979809112019008,0.23068653047084808
0.07010278105735779,0.13488466458188164,0.27974075078964233
0.08862469345331192,0.14914325735083334,0.2167353630065918
0.05887206271290779,0.12140158080944309,0.24607951939105988
0.04711785167455673,0.14954798061538627,0.35657739639282227
0.05882268399000168,0.13485171839042945,0.30164021253585815
0.051746830344200134,0.14279589277726631,0.24255234003067017
0.049506328999996185,0.13627089780789833,0.22457194328308105
0.055088501423597336,0.12618675317477296,0.24348178505897522
0.06212949752807617,0.13181615234525115,0.3020654320716858
0.05571713671088219,0.11806418939873024,0.19335626065731049
0.025010358542203903,0.13076039583042817,0.27710622549057007
0.049853332340717316,0.13900395234425864,0.283083438873291
0.053469523787498474,0.11784553996942661,0.31868577003479004
0.05907178297638893,0.13031236758386647,0.2834288477897644
0.05683610588312149,0.13567652953443704,0.2123951017856598
0.0490935742855072,0.13217673726655818,0.2902757525444031
0.02426748350262642,0.1330281611945894,0.24798838794231415
0.03638732433319092,0.12998127578585236,0.23783637583255768
0.05337052792310715,0.11967562359792215,0.2788444459438324
0.05357876792550087,0.10557675016699014,0.19417059421539307
0.042303651571273804,0.11960960055390994,0.2919883131980896
0.04599175602197647,0.12520678948473046,0.2547641396522522
0.03957371413707733,0.10768995240882591,0.21315898001194
0.03979086875915527,0.1216457215724168,0.23710058629512787
0.03939026966691017,0.13441909352938333,0.29059308767318726
0.04745295271277428,0.11971956753620396,0.2042468786239624
0.04860319197177887,0.1273210749582008,0.24950698018074036
0.04905015975236893,0.1357064332675051,0.24657133221626282
0.03160926699638367,0.12565103187053292,0.3008006513118744
0.03315840661525726,0.1174623208741347,0.29422420263290405
0.057627227157354355,0.11952230210105579,0.2626638412475586
0.03617708384990692,0.10866089841281926,0.30251359939575195
0.05447729304432869,0.11017163815321745,0.2532801032066345
0.03177099674940109,0.1084947965487286,0.28547075390815735
0.045536261051893234,0.11381686285690025,0.21480190753936768
0.04746820777654648,0.10708626939190759,0.26458194851875305
0.06540752947330475,0.12101846685012181,0.19906571507453918
0.047825686633586884,0.10772824673740952,0.24902404844760895
0.05119834095239639,0.10800298206784108,0.270054429769516
0.04749535024166107,0.10042270617904486,0.1805158108472824
0.043332453817129135,0.10145212709903717,0.2631319761276245
0.045628782361745834,0.11532169732230681,0.2556533217430115
0.03629963845014572,0.11112633209537577,0.22719530761241913
0.04571559280157089,0.1019274254363996,0.20750832557678223
0.047396935522556305,0.10808306891057226,0.2467772215604782
0.03130088001489639,0.110269441096871,0.34016668796539307
0.024467505514621735,0.10462991534559815,0.18907785415649414
0.03170615807175636,0.09994834854646965,0.2698512077331543
0.037054624408483505,0.09117426309320661,0.19087448716163635
0.02829314023256302,0.0978428286810716,0.16293585300445557
0.03691042959690094,0.1073339095822087,0.24250651895999908
0.04017490893602371,0.11159353537691964,0.2573426365852356
0.036087777465581894,0.11231325732337104,0.2611105442047119
0.03382236510515213,0.10077134243868015,0.20116469264030457
0.02394641749560833,0.08978751901951101,0.2221199870109558
0.051100850105285645,0.10055503607900054,0.20469842851161957
0.029172636568546295,0.08541227890937417,0.21090039610862732
0.039591267704963684,0.10279396783422541,0.3059970438480377
0.04423612356185913,0.09713260953625043,0.27568966150283813
0.03852829337120056,0.08328917939905767,0.12595227360725403
0.047546423971652985,0.10617716210307898,0.27187713980674744
0.026113063097000122,0.09455581036982713,0.2594107985496521
0.02685670554637909,0.10155587712371791,0.22556962072849274
0.04557844251394272,0.09207497964854594,0.16283045709133148
0.02906622551381588,0.08957676403224468,0.2599238157272339
0.037283606827259064,0.09816701158329293,0.16244831681251526
0.035800691694021225,0.0929568374046573,0.16827885806560516
0.0377231128513813,0.1017733014844082,0.25608381628990173
0.02881082519888878,0.0782092892461353,0.18975338339805603
0.02610321342945099,0.081325003463361,0.16168804466724396
0.030074112117290497,0.08797716335565955,0.21998700499534607
0.02342386357486248,0.10521667554146713,0.1873464584350586
0.031356483697891235,0.08728420361876488,0.1698291003704071
0.03488927707076073,0.0875805259026863,0.1620893031358719
0.031364522874355316,0.0889769636646465,0.2533613443374634
0.02737174555659294,0.09823490113571838,0.22317031025886536
0.02713756449520588,0.08638728113362083,0.17632170021533966
0.020112933591008186,0.10316531380845441,0.19406378269195557
0.034441862255334854,0.07880810896555583,0.15560217201709747
0.020044103264808655,0.08537683718734318,0.19036021828651428
0.018117258325219154,0.08111137779498542,0.19659318029880524
0.023013487458229065,0.09350587303439777,0.2845113277435303
0.035599589347839355,0.0867996762196223,0.21480849385261536
0.036429405212402344,0.09123954149308028,0.18714924156665802
0.037190087139606476,0.08961277869012621,0.1748100370168686
0.02892429567873478,0.0793830292230403,0.1678536981344223
0.017991840839385986,0.08848156310893872,0.15796267986297607
0.030331257730722427,0.08510944757748533,0.17838862538337708
0.01549919880926609,0.08743466098827345,0.2570595145225525
0.021649228408932686,0.07294268823332256,0.2500253915786743
0.022202152758836746,0.09454793386437275,0.28815072774887085
0.03473185747861862,0.09488029350285176,0.22146251797676086
0.04338033124804497,0.08283157895008723,0.15385401248931885
0.03221002221107483,0.09778021455362991,0.18633553385734558
0.03427144140005112,0.09080892249389931,0.18411819636821747
