Subject_ID,Best_Acc,Best_Kappa,Best_F1,Best_Recall,Best_Precision,Last_Acc,Last_Kappa,Last_F1,Last_Recall,Last_Precision
14,0.9250,0.9000,0.9250,0.9250,0.9267,0.7188,0.6250,0.7347,0.7188,0.8601
